07/06-12:07:57.635832, 95564, TCP, raw, 40, C2S, 192.168.10.15:49541, 23.192.74.53:80, 301:1:1, allow
07/06-12:39:36.393187, 3063855, TCP, raw, 166, C2S, 192.168.10.15:52363, 23.61.164.33:443, 301:1:1, allow
07/06-12:40:43.590842, 3115802, TCP, raw, 556, C2S, 192.168.10.12:32892, 80.247.66.26:443, 301:1:1, allow
07/06-12:46:59.529510, 3522072, TCP, raw, 52, S2C, 23.50.75.27:80, 192.168.10.25:49565, 301:1:1, allow
07/06-12:47:39.053072, 3531819, TCP, raw, 236, C2S, 192.168.10.17:33837, 74.119.119.70:443, 301:1:1, allow
07/06-12:50:14.980163, 3568225, TCP, raw, 200, C2S, 192.168.10.51:49421, 162.213.33.50:443, 301:1:1, allow
07/06-12:50:14.984158, 3568226, TCP, raw, 200, C2S, 192.168.10.51:49422, 162.213.33.50:443, 301:1:1, allow
07/06-12:50:51.742114, 3576310, TCP, raw, 40, C2S, 192.168.10.14:59701, 99.192.248.32:80, 301:1:1, allow
07/06-12:50:51.743687, 3576333, TCP, raw, 40, C2S, 192.168.10.14:59704, 99.192.248.32:80, 301:1:1, allow
07/06-12:51:30.136806, 3588443, TCP, raw, 1500, S2C, 52.84.26.174:80, 192.168.10.16:48710, 301:1:1, allow
07/06-12:51:31.559821, 3589370, TCP, raw, 1500, S2C, 52.84.26.215:80, 192.168.10.16:36808, 301:2:1, allow
07/06-12:51:31.560348, 3589377, TCP, raw, 1500, S2C, 52.84.26.215:80, 192.168.10.16:36806, 301:2:1, allow
07/06-12:51:31.560812, 3589384, TCP, raw, 1500, S2C, 52.84.26.215:80, 192.168.10.16:36798, 301:2:1, allow
07/06-12:51:31.562235, 3589392, TCP, raw, 1500, S2C, 52.84.26.215:80, 192.168.10.16:36802, 301:2:1, allow
07/06-12:53:43.755849, 3631117, TCP, raw, 221, C2S, 192.168.10.19:46811, 213.133.105.188:443, 301:1:1, allow
07/06-12:54:00.510473, 3635408, TCP, raw, 40, C2S, 192.168.10.15:52866, 204.93.43.16:80, 301:1:1, allow
07/06-12:54:00.511100, 3635413, TCP, raw, 40, C2S, 192.168.10.15:52868, 204.93.43.16:80, 301:1:1, allow
07/06-12:55:13.777296, 3648834, TCP, raw, 1500, S2C, 66.61.172.130:80, 192.168.10.17:34323, 301:1:1, allow
07/06-12:55:15.216658, 3649876, TCP, raw, 1500, S2C, 52.84.40.117:80, 192.168.10.17:47990, 301:1:1, allow
07/06-12:55:15.794007, 3650419, TCP, raw, 1500, S2C, 208.46.17.41:80, 192.168.10.17:32787, 301:1:1, allow
07/06-12:56:24.452613, 3664722, TCP, raw, 41, C2S, 192.168.10.8:49873, 111.93.223.135:443, 301:1:1, allow
07/06-12:56:24.612667, 3664727, TCP, raw, 245, C2S, 192.168.10.8:49874, 111.93.223.135:443, 301:1:1, allow
07/06-12:56:24.992679, 3664750, TCP, raw, 41, C2S, 192.168.10.8:49875, 111.93.223.135:443, 301:1:1, allow
07/06-12:56:44.973876, 3667986, TCP, raw, 41, C2S, 192.168.10.8:49878, 111.93.223.135:443, 301:1:1, allow
07/06-12:56:45.243895, 3667992, TCP, raw, 41, C2S, 192.168.10.8:49879, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:05.505108, 3693038, TCP, raw, 41, C2S, 192.168.10.8:49882, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:05.765131, 3693213, TCP, raw, 41, C2S, 192.168.10.8:49883, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:26.136315, 3696295, TCP, raw, 41, C2S, 192.168.10.8:49886, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:26.276347, 3696299, TCP, raw, 41, C2S, 192.168.10.8:49887, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:46.629475, 3697952, TCP, raw, 41, C2S, 192.168.10.8:49890, 111.93.223.135:443, 301:1:1, allow
07/06-12:57:46.785482, 3697964, TCP, raw, 41, C2S, 192.168.10.8:49891, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:07.096763, 3700856, TCP, raw, 41, C2S, 192.168.10.8:49894, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:07.346354, 3700895, TCP, raw, 41, C2S, 192.168.10.8:49895, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:26.643965, 3708263, TCP, raw, 557, C2S, 192.168.10.19:46886, 213.133.105.188:443, 301:1:1, allow
07/06-12:58:27.642057, 3708753, TCP, raw, 41, C2S, 192.168.10.8:49898, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:27.907250, 3708793, TCP, raw, 41, C2S, 192.168.10.8:49899, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:36.430953, 3709462, TCP, raw, 557, C2S, 192.168.10.19:46882, 213.133.105.188:443, 301:1:1, allow
07/06-12:58:45.478724, 3711244, TCP, raw, 846, C2S, 192.168.10.12:33394, 52.66.156.21:443, 301:2:1, allow
07/06-12:58:46.905567, 3711945, TCP, raw, 742, C2S, 192.168.10.12:33440, 52.66.156.21:443, 301:2:1, allow
07/06-12:58:48.234161, 3712157, TCP, raw, 41, C2S, 192.168.10.8:49902, 111.93.223.135:443, 301:1:1, allow
07/06-12:58:48.452555, 3712196, TCP, raw, 41, C2S, 192.168.10.8:49903, 111.93.223.135:443, 301:1:1, allow
07/06-12:59:08.748232, 3715264, TCP, raw, 41, C2S, 192.168.10.8:49905, 111.93.223.135:443, 301:1:1, allow
07/06-12:59:09.013435, 3715781, TCP, raw, 41, C2S, 192.168.10.8:49906, 111.93.223.135:443, 301:1:1, allow
07/06-12:59:29.342342, 3720502, TCP, raw, 41, C2S, 192.168.10.8:49907, 111.93.223.135:443, 301:1:1, allow
07/06-12:59:29.576343, 3720552, TCP, raw, 41, C2S, 192.168.10.8:49908, 111.93.223.135:443, 301:1:1, allow
07/06-13:11:53.032001, 3839540, TCP, raw, 178, C2S, 192.168.10.12:36886, 104.155.199.1:443, 301:1:1, allow
07/06-13:14:55.152941, 3860709, TCP, raw, 166, C2S, 192.168.10.9:2419, 94.31.29.55:443, 301:1:1, allow
07/06-13:18:30.020382, 3882453, TCP, raw, 1500, S2C, 116.253.191.237:443, 192.168.10.17:56855, 301:2:1, allow
07/06-13:18:33.049183, 3886699, TCP, raw, 52, C2S, 192.168.10.25:49908, 52.209.93.196:80, 301:1:1, allow
07/06-13:18:34.333081, 3888861, TCP, raw, 52, C2S, 192.168.10.25:49956, 151.101.0.249:80, 301:1:1, allow
07/06-13:18:37.722750, 3891151, TCP, raw, 578, C2S, 192.168.10.17:33854, 123.125.115.164:443, 301:1:1, allow
07/06-13:20:39.247815, 3910567, TCP, raw, 40, C2S, 192.168.10.14:60626, 104.199.123.9:80, 301:1:1, allow
07/06-13:23:00.990025, 3930228, TCP, raw, 166, C2S, 192.168.10.15:53379, 72.247.71.12:443, 301:1:1, allow
07/06-13:25:27.929639, 3953516, TCP, raw, 1500, S2C, 94.230.219.147:80, 192.168.10.12:53482, 301:1:1, allow
07/06-13:27:32.566934, 3966879, TCP, raw, 52, S2C, 23.60.139.27:80, 192.168.10.25:50021, 301:1:1, allow
07/06-13:28:00.956539, 3978878, TCP, raw, 236, C2S, 192.168.10.19:47202, 23.21.128.187:443, 301:1:1, allow
07/06-13:28:12.596521, 3979490, TCP, raw, 236, C2S, 192.168.10.19:38377, 54.225.124.65:443, 301:1:1, allow
07/06-13:29:57.709268, 4003497, TCP, raw, 1500, S2C, 207.123.54.253:80, 192.168.10.17:38271, 301:1:1, allow
07/06-13:29:58.241654, 4004113, TCP, raw, 1500, S2C, 8.27.237.126:80, 192.168.10.17:35621, 301:1:1, allow
07/06-13:29:58.844289, 4004337, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.17:42352, 301:1:1, allow
07/06-13:30:03.498345, 4006738, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.17:48280, 301:2:1, allow
07/06-13:35:33.804478, 4055063, TCP, raw, 52, C2S, 172.16.0.1:36184, 192.168.10.50:80, 301:1:1, allow
07/06-13:36:15.515152, 4096825, TCP, raw, 40, S2C, 108.59.6.118:80, 192.168.10.14:61238, 301:1:1, allow
07/06-13:40:30.995076, 4150510, TCP, raw, 40, C2S, 192.168.10.14:61492, 93.179.237.135:80, 301:1:1, allow
07/06-13:40:38.551184, 4151725, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36202, 301:1:1, allow
07/06-13:48:58.794203, 4226741, TCP, raw, 1500, S2C, 23.199.171.105:80, 192.168.10.8:50353, 301:1:1, allow
07/06-13:49:10.786945, 4231698, TCP, raw, 396, C2S, 192.168.10.15:53981, 81.19.86.3:443, 301:1:1, allow
07/06-13:49:10.787018, 4231699, TCP, raw, 424, C2S, 192.168.10.15:53994, 81.19.86.0:443, 301:1:1, allow
07/06-13:52:14.394829, 4274909, TCP, raw, 40, C2S, 192.168.10.9:2930, 185.147.176.24:80, 301:2:1, allow
07/06-14:05:35.120008, 4395519, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.19:37343, 301:1:1, allow
07/06-14:05:35.139405, 4395689, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.19:37347, 301:1:1, allow
07/06-14:05:35.139492, 4395690, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.19:37345, 301:1:1, allow
07/06-14:05:35.437302, 4398227, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.19:54554, 301:1:1, allow
07/06-14:05:35.438355, 4398242, TCP, raw, 52, C2S, 192.168.10.19:54555, 23.15.4.17:80, 301:1:1, allow
07/06-14:05:35.439301, 4398256, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.19:54556, 301:1:1, allow
07/06-14:05:35.448320, 4398368, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.19:54558, 301:1:1, allow
07/06-14:05:35.449043, 4398379, TCP, raw, 52, C2S, 192.168.10.19:54557, 23.15.4.17:80, 301:1:1, allow
07/06-14:05:35.457210, 4398474, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.19:54576, 301:1:1, allow
07/06-14:05:35.486394, 4398827, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.19:37360, 301:1:1, allow
07/06-14:05:37.343892, 4406423, TCP, raw, 1500, S2C, 23.50.125.191:80, 192.168.10.19:52069, 301:1:1, allow
07/06-14:05:37.376383, 4406541, TCP, raw, 1500, S2C, 23.59.231.146:80, 192.168.10.19:55012, 301:1:1, allow
07/06-14:05:58.111638, 4411753, TCP, raw, 40, C2S, 172.16.0.1:49367, 192.168.10.50:80, 301:1:1, allow
07/06-14:07:36.660183, 4433848, TCP, raw, 486, C2S, 192.168.10.17:41346, 23.60.139.27:80, 301:2:1, allow
07/06-14:09:40.938050, 4450298, TCP, raw, 52, S2C, 23.60.139.27:80, 192.168.10.25:50264, 301:1:1, allow
07/06-14:15:04.863178, 4487309, TCP, raw, 52, C2S, 192.168.10.25:50290, 185.73.223.2:80, 301:1:1, allow
07/06-14:15:05.063554, 4487448, TCP, raw, 52, C2S, 192.168.10.25:50292, 85.158.254.111:80, 301:1:1, allow
07/06-14:19:14.586886, 4516023, TCP, raw, 1500, S2C, 8.27.238.126:80, 192.168.10.19:46958, 301:1:1, allow
07/06-14:35:43.745258, 4625168, TCP, raw, 1500, S2C, 23.60.139.27:80, 192.168.10.5:51671, 301:2:1, allow
07/06-14:39:17.659464, 4691984, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.16:52656, 301:1:1, allow
07/06-14:39:19.707283, 4692101, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.16:52680, 301:1:1, allow
07/06-14:40:11.493279, 4695106, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.17:32803, 301:1:1, allow
07/06-14:41:34.003494, 4720247, TCP, raw, 93, C2S, 192.168.10.25:50540, 50.116.194.23:443, 301:1:1, allow
07/06-14:45:56.733976, 4857865, TCP, raw, 52, S2C, 104.73.254.40:443, 192.168.10.16:54014, 301:1:1, allow
07/06-14:46:04.662950, 4867183, TCP, raw, 1500, S2C, 151.101.1.132:80, 192.168.10.19:39205, 301:1:1, allow
07/06-14:46:07.294997, 4875215, TCP, raw, 1500, S2C, 52.84.26.147:80, 192.168.10.19:37227, 301:1:1, allow
07/06-14:46:08.284842, 4876055, TCP, raw, 1500, S2C, 50.19.60.226:80, 192.168.10.19:58152, 301:1:1, allow
07/06-14:46:17.592671, 4886016, TCP, raw, 52, C2S, 192.168.10.19:41147, 66.235.139.206:80, 301:1:1, allow
07/06-14:46:25.695858, 4895822, TCP, raw, 166, C2S, 192.168.10.5:52253, 108.174.10.10:443, 301:1:1, allow
07/06-14:46:26.553162, 4896956, TCP, raw, 166, C2S, 192.168.10.5:52279, 52.203.75.33:443, 301:1:1, allow
07/06-14:51:25.650917, 5100251, TCP, raw, 40, C2S, 192.168.10.9:3681, 23.15.4.24:80, 301:1:1, allow
07/06-14:51:41.521671, 5120525, TCP, raw, 1500, S2C, 23.208.218.66:443, 192.168.10.9:4009, 301:1:1, allow
07/06-14:52:32.617060, 5166864, TCP, raw, 1500, S2C, 23.217.50.210:80, 192.168.10.17:35347, 301:1:1, allow
07/06-14:52:32.951174, 5167391, TCP, raw, 1500, S2C, 52.90.248.81:80, 192.168.10.17:40005, 301:2:1, allow
07/06-14:52:33.285709, 5167545, TCP, raw, 1500, S2C, 173.192.200.113:80, 192.168.10.17:38241, 301:2:1, allow
07/06-14:54:29.341824, 5261620, TCP, raw, 166, C2S, 192.168.10.5:52592, 52.84.37.117:443, 301:1:1, allow
07/06-14:58:03.632946, 5394424, TCP, raw, 52, C2S, 192.168.10.16:60656, 46.20.149.34:443, 301:2:1, allow
07/06-15:02:33.568689, 5465648, TCP, raw, 40, S2C, 72.5.205.46:443, 192.168.10.5:52858, 301:1:1, allow
07/06-15:02:34.851787, 5467329, TCP, raw, 166, C2S, 192.168.10.5:52924, 23.199.172.242:443, 301:1:1, allow
07/06-15:02:45.779647, 5472064, TCP, raw, 52, S2C, 61.184.116.79:443, 192.168.10.17:47724, 301:1:1, allow
07/06-15:07:03.905918, 5495638, TCP, raw, 200, C2S, 192.168.10.51:50819, 162.213.33.50:443, 301:1:1, allow
07/06-15:07:19.553814, 5498862, TCP, raw, 200, C2S, 192.168.10.51:50820, 162.213.33.50:443, 301:1:1, allow
07/06-15:17:36.786779, 5554796, TCP, raw, 1500, S2C, 89.163.159.117:80, 192.168.10.19:49985, 301:1:1, allow
07/06-15:17:36.977048, 5554922, TCP, raw, 1500, S2C, 52.84.29.100:80, 192.168.10.19:43872, 301:1:1, allow
07/06-15:17:39.725843, 5556541, TCP, raw, 1500, S2C, 23.194.120.35:80, 192.168.10.19:47366, 301:1:1, allow
07/06-15:17:42.741669, 5559733, TCP, raw, 1500, S2C, 23.211.81.20:80, 192.168.10.19:52172, 301:1:1, allow
07/06-15:18:44.681186, 5563824, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.19:47523, 301:1:1, allow
07/06-15:24:22.819270, 5581947, TCP, raw, 1500, S2C, 151.101.46.2:80, 192.168.10.19:36809, 301:1:1, allow
07/06-15:30:46.308171, 5606825, TCP, raw, 40, C2S, 192.168.10.15:55261, 104.24.11.72:80, 301:1:1, allow
07/06-15:30:46.309665, 5606839, TCP, raw, 40, C2S, 192.168.10.15:55264, 104.24.11.72:80, 301:1:1, allow
07/06-15:55:13.966169, 5653630, TCP, raw, 1500, S2C, 40.121.143.115:80, 192.168.10.12:59420, 301:1:1, allow
07/06-16:10:26.042370, 5741713, TCP, raw, 238, C2S, 192.168.10.5:53634, 209.15.36.33:443, 301:2:1, allow
07/06-16:19:01.738182, 5832235, TCP, raw, 1500, S2C, 185.13.208.24:80, 192.168.10.5:53738, 301:2:1, allow
07/06-16:20:13.205074, 5855484, TCP, raw, 40, C2S, 192.168.10.14:63549, 184.29.128.170:80, 301:1:1, allow
07/06-16:22:15.503292, 5888854, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.12:39230, 301:1:1, allow
07/06-16:22:15.780287, 5889324, TCP, raw, 1500, S2C, 23.198.111.103:80, 192.168.10.12:54568, 301:2:1, allow
07/06-16:22:15.863673, 5889511, TCP, raw, 1500, S2C, 104.90.20.13:80, 192.168.10.12:49386, 301:2:1, allow
07/06-16:22:16.737215, 5890745, TCP, raw, 1500, S2C, 52.84.3.227:80, 192.168.10.12:39998, 301:2:1, allow
07/06-16:22:17.208672, 5891316, TCP, raw, 1500, S2C, 50.19.60.226:80, 192.168.10.12:34024, 301:2:1, allow
07/06-16:25:37.564265, 5943283, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51312, 301:1:1, allow
07/06-16:25:37.661590, 5943392, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.12:34170, 301:1:1, allow
07/06-16:25:37.665169, 5943420, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.12:34174, 301:1:1, allow
07/06-16:25:37.688033, 5943470, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51314, 301:1:1, allow
07/06-16:25:37.690544, 5943499, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51322, 301:1:1, allow
07/06-16:25:37.707752, 5943592, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51318, 301:1:1, allow
07/06-16:25:38.264338, 5944146, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51344, 301:1:1, allow
07/06-16:25:38.265788, 5944160, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51350, 301:1:1, allow
07/06-16:25:38.270336, 5944181, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51342, 301:1:1, allow
07/06-16:25:38.412406, 5944220, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.12:51348, 301:1:1, allow
07/06-16:25:53.371418, 5947841, TCP, raw, 1500, S2C, 192.99.233.195:80, 192.168.10.12:54962, 301:1:1, allow
07/06-16:26:11.071312, 5949458, TCP, raw, 1500, S2C, 69.28.157.150:80, 192.168.10.17:40200, 301:1:1, allow
07/06-16:26:11.693106, 5950675, TCP, raw, 1500, S2C, 151.101.208.222:80, 192.168.10.17:50252, 301:2:1, allow
07/06-16:26:11.980384, 5950994, TCP, raw, 1500, S2C, 193.243.130.87:80, 192.168.10.17:41125, 301:2:1, allow
07/06-16:27:16.280929, 5966300, TCP, raw, 1500, S2C, 184.154.69.154:80, 192.168.10.51:43250, 301:1:1, allow
07/06-16:27:16.357510, 5966373, TCP, raw, 1500, S2C, 173.236.52.27:80, 192.168.10.51:35497, 301:1:1, allow
07/06-16:27:17.492259, 5967450, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:57277, 301:1:1, allow
07/06-16:27:17.503019, 5967469, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:57278, 301:1:1, allow
07/06-16:27:17.512508, 5967484, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:57279, 301:1:1, allow
07/06-16:27:17.531541, 5967549, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:57281, 301:1:1, allow
07/06-16:27:28.610471, 5969484, TCP, raw, 52, S2C, 185.147.176.24:80, 192.168.10.51:51726, 301:1:1, allow
07/06-16:28:13.235105, 5978988, TCP, raw, 166, C2S, 192.168.10.15:56168, 104.118.221.7:443, 301:1:1, allow
07/06-16:28:13.241144, 5978993, TCP, raw, 166, C2S, 192.168.10.15:56169, 104.118.221.7:443, 301:1:1, allow
07/06-16:29:02.115900, 5984575, TCP, raw, 1500, S2C, 23.195.101.132:80, 192.168.10.16:53656, 301:1:1, allow
07/06-16:29:02.116171, 5984579, TCP, raw, 1500, S2C, 23.195.101.132:80, 192.168.10.16:53666, 301:1:1, allow
07/06-16:29:02.116400, 5984583, TCP, raw, 1500, S2C, 23.195.101.132:80, 192.168.10.16:53664, 301:1:1, allow
07/06-16:29:02.122172, 5984670, TCP, raw, 1500, S2C, 23.195.101.132:80, 192.168.10.16:53660, 301:1:1, allow
07/06-16:32:27.446252, 6017793, TCP, raw, 40, C2S, 192.168.10.14:64269, 23.3.165.171:80, 301:1:1, allow
07/06-16:40:02.497774, 6118186, TCP, raw, 166, C2S, 192.168.10.14:64716, 52.87.102.27:443, 301:1:1, allow
07/06-16:41:24.997572, 6139337, TCP, raw, 1500, S2C, 54.230.49.112:80, 192.168.10.16:55016, 301:2:1, allow
07/06-16:42:35.406816, 6172130, TCP, raw, 1500, S2C, 69.172.216.55:80, 192.168.10.16:40442, 301:1:1, allow
07/06-16:42:39.381629, 6174895, TCP, raw, 1500, S2C, 204.11.109.76:80, 192.168.10.51:41718, 301:1:1, allow
07/06-16:50:51.821297, 6264144, TCP, raw, 52, S2C, 23.60.139.27:80, 192.168.10.25:51015, 301:1:1, allow
07/06-16:54:39.452568, 6311585, TCP, raw, 1500, S2C, 23.15.4.24:80, 192.168.10.51:43922, 301:1:1, allow
07/06-16:54:39.452835, 6311589, TCP, raw, 1500, S2C, 23.15.4.24:80, 192.168.10.51:43923, 301:1:1, allow
07/06-16:54:39.457858, 6311653, TCP, raw, 52, C2S, 192.168.10.51:43925, 23.15.4.24:80, 301:1:1, allow
07/06-16:54:51.540097, 6317344, TCP, raw, 1500, S2C, 208.77.22.107:80, 192.168.10.16:39066, 301:1:1, allow
07/06-16:54:52.328999, 6318880, TCP, raw, 1500, S2C, 204.11.109.75:80, 192.168.10.16:50668, 301:1:1, allow
07/06-16:57:52.178989, 6387937, TCP, raw, 1500, S2C, 52.84.29.100:80, 192.168.10.19:45657, 301:1:1, allow
07/06-16:58:02.142948, 6396068, TCP, raw, 166, C2S, 192.168.10.5:54319, 52.207.61.132:443, 301:2:1, allow
07/06-17:12:38.883613, 6578372, TCP, raw, 40, C2S, 192.168.10.51:33409, 104.20.78.168:80, 301:1:1, allow
07/06-17:12:38.886145, 6578412, TCP, raw, 1500, S2C, 104.20.78.168:80, 192.168.10.51:33399, 301:1:1, allow
07/06-17:15:12.386909, 6605076, TCP, raw, 52, S2C, 213.133.105.188:443, 192.168.10.17:56983, 301:1:1, allow
